NU_INSCRICAO,NU_NOTA_MT
cd532929efcd6be773ba62fc83c631a77eb24e94,660.4356
64a70bc39c408304ecb8e572765315a3896ff833,485.42078
5573caf7f47589820461e64565f85c11bf9f122b,465.28165
3d53dc66f180761ba5e2d28a300c8ef057d9ea7c,568.20636
e7f989fad23aa525007003e7d1382ae56c9947f5,468.23373
44b8f6f734d554fec0da2e60da8d27868798c802,447.33746
ae0ce3518210a23804d30a83c92f5c2da6fe1382,9.388848
34d6082a74330b3f5bc565fc573674afaa03f661,797.3307
d25c087f96c3997d6328b953d4a710d27ef5838a,410.77335
0e916480daf872f3cfd63c9decda513616804b6a,3.1982327
0aaabaee1a7130f1a6522f42e2cef0aaa3aa868c,1.2257227
1fc2ba4ee56a9fbd8fe1aaebbd17687e789e56ba,485.62274
e447d3f2d58677fd267d7a03f501ef642a1d4e06,447.22644
fbe1950b1a096572f21ea11345473fefcba6c84c,506.08496
e4dd5ac3ce6b422fba0210f939d5a23dbe4abd4d,2.8897653
c2254381cb8e8019e54099ee35eeb5fe7216f9a0,455.8727
e34e38ff42f2e49861b2ba1efdf8c5f107f05fb3,4.0564914
48bb95f95bf1597bd67366fb50610ada3df98863,434.86526
51ae593280f360e68b5400abcbb0d37f1ecade71,759.7334
beda1ea661a72dd2f6014bc2103b0e3fdbf9cc12,-9.200862
d306f972ccb66cdd4b336af47af14e1bf8240cec,31.464619
8a1a696322f3f7e0861982fbca06cdbb039832d9,1.5770295
6058199e6bda1e0af51a1186b65ff76d4fe4035c,518.1138
9ce7d4b53bf2eb3cad027dafeb62d9de6632a2c3,420.02545
31a4df5d818242efa0d50309c9bd5e503d3811fe,472.67142
89c71043264315c4e0eea0f8775363a12dc82061,434.68018
81d76646552b14b85adb5d258e5a135fd7ddb86a,487.6851
33de6b4f2bd10a91eb624b8d76424b8264d29a8d,-0.050808668
b63eff83ebc02e1bc7a73477edda3b76a05571b6,4.877103
c4a3b96cff4393b06246604527f1a558ad8b66b3,545.89026
dc284de80ad0db4a78bee253f995f0920e340cfa,-1.5637968
45eab0d008b4971810ca4b2d7b735916d9991a9a,680.6344
982fd0566d5924b506fe1477fda3513984c4c702,448.76715
071406b9fa1692facfb35f7a9ce5106eae4ef6d1,460.5982
4edfc1f4a0e7eb1d527d38c7bb3d3dddf6236042,436.57773
dd6b231790b9a80f5d1d6ee8aa5796249f008d50,4.2894893
8cadd025151167286941b7d4f113e0335e046bbb,633.932
412696b14eed4da0a81260862fbe1855d8fc75a1,0.27131808
6629196865947bb489338e3fa1c9f0e56614ee72,511.2621
b11e9bf8d068464d8d1ecef81cad5c24a3dd1d44,430.12527
bff7d200b32aa005540af908fb325a46ca9bb742,430.22897
22a2734a900eec40dd32ef379894cfafe40c63c6,5.0797577
edfe4f7961749b29d0bcb06933f1a8710846e116,24.652933
5d42040f9935aff1dabc32c4f5a578148138e1af,407.76862
bd01964e27b0e530ca458b382b07493aeb48a2ef,446.2437
6588cdc7aef843b1775104bc38017bb3f808c7bc,393.51794
8f355ce069b6da0b9a1f6890136dc7d7e1b00c44,521.511
1d705b7b461dfd626645d5df319ab733c1c1ca73,443.91867
106b58912414f794e754883865bf6e4cf68adfbc,434.48697
308f5a51e95317261a7d66fa83feaf3504542cbe,189.20195
973c923e39db780e329a64c6049dc85d9be17978,424.7471
19dd82f8d74cf3f076d24e9985dae14d95a9318a,20.028326
0f5367ce6b0a0245b9a7d75b6e2321a092f2596c,422.34958
7f9879b40a268318e2a969e73156aa9df7a48c13,520.48755
3060b85e8d3e20b11f4391e64c6f916cede388c5,-3.0166867
866d7784ed1380003929da44f965aef9339702f9,675.3512
1b360e9099f37b95fd6fcf5fbcae9040dd2ec08c,441.06998
032ef02de121b7ab5f2ee4ffab719f464050f862,13.116607
68040110ffe6ecacbbff5e21086c8c416132a22c,5.6154838
f66562b958e6349449b87fea0a01fab214f6ec8b,383.9228
beefc7a89a2d9882e5983d80e356f8b7c23994f7,445.74295
82d7709a8445664e93038482fbfee478e8a40273,425.39713
e3929d32c498f8e45ae326017cf7c60308880d94,629.0819
9da35674034a0a1373298436fdfb2f1d840a6da2,446.59503
6d980e58439452168c46e569c5671e7820d0800b,2.8150666
0c48aad5141a6d61b2669d5c06360ecb9e8cba72,481.01672
2f8e05c2d702db25093589b14295ab88abf009e0,-16.416388
407861b22074fd4b864404e8ef0942947c9ec7d7,12.5014105
d426e04457c4fc8b4068a7da6805a7ab8e07224d,394.06512
70aa6679bdb9627324f6626534a7709cdcbdb0f8,-3.7550316
f5c04dc290d6706af8214800e25be19129dc9f7b,412.80502
cd20ace0b8fb57cecb028764042f1c7851d39507,416.10687
eb5f0ef501357740c2ac626bf1ce233475aa47af,484.5474
0c64cd60003cdf47cf40d2f0ecd0a858eda864bf,-4.6570506
383f9cdf1c3d46a2cd312345792cf74f15e4b746,605.96155
c31fd3dfea200ab6d0b9c0cebad46b71a75bd0f8,10.557095
fe23ba819708fa369addcf9e6dcc7657cab3a96a,479.85254
ff9b660a4b5cec9244456ee346b17eaa0e891c5c,716.0895
c4e415962974bee4963519523194e05c3638dd39,5.265745
d50835b7ccba559c85daac789b52a4dd31e98eb9,-5.3179593
b0e8139fa43e8c764878dcd69f3548d74353d838,462.68158
e023d054a9a69d221946660afd3b8cabfcd05230,5.343229
9284a89fdbdd88fe9877dad42e9984e7e2484e20,449.58267
f4c4cee74ce9ede036564ef9b80aba39c768e126,411.83365
b1b16d232ac65293996ef45fcac75a0fca3e7325,1.7111207
b8fb9eb73a9f599896d49678bdab39e07479b2ba,390.82422
c04b0546f83b9eb90d11ca7597181b9ef956a80a,-0.09278977
bee771ff249f080561ad1b67c3a0050a3ab89b32,469.3772
b1cb99c8b63b442384c0af490ca27366e5a91489,3.2073832
809ec35d37a181001a42e6340709505e78a2c577,460.14102
67da0b704f0c6cc6037509ab516aaaf58fd950b0,442.5964
53a43fbdde0c7189e80b0eb49689cc0c076a78a4,459.0517
4617bca8992d06315c5592eb69d2493ac7ddf543,-3.5720372
60290f6053f0e9a625bc9d2f699ca507e8985292,437.91058
1ac7d9f17dad3ee282009fcb7fd7d2f01e2d37e7,426.01987
89d16717c0a898a0955477e778e309036aa6e584,-1.2094723
151d112bc6f05c1069b4b743f73f92a08826741e,7.1909137
a90416a3b247048aaff99c5f2f88a45e2dc20046,6.062235
4dff8608a5941c894c2f71aae910da722b5b2b2d,435.5651
67833093fd0fde740199378acf55c33de750736f,444.24866
23c6b7ea47102c0ba28ac805a03304d515494ecd,529.47327
685dca4c01dd7f08db01bc8225f58e9fe0d2a4e8,8.09102
1cd22b8d1afa3cb766a863c1bd25c5f2e724fd17,462.3466
68b155dada9a40aafaaa7714e063a432dd8275d6,422.1234
bd21086734939a7c2bc239854d12d7b8b2009fd6,1.548035
4b324a03dd0297c66f2f390ab58e6c3c3b6fae16,649.8579
04df4468d9913083f7984969a8b2892f210b4193,386.7106
cc2a0d12abf9b0917d668bec85e91fafddac7c45,500.12213
3c5e07f1980f7cd16cd801e5f1b4f02825274201,-12.815482
e9b1849607e9d8ab47b7fc39be369805313dda59,435.5504
f4908c99ff49fb68410ac0d479e7def865dbff16,0.008930773
4fd6d0176a158a7e6c0e74ab3b5559ffad569413,-39.11835
8919315667eed33ef7df11b0dcfc40d6d69163b8,-3.2138193
0adec45c06749fe632ed2304c345b14418d15871,-1.9272618
95a22a438d6ae5aae37830d6a7fc74e75fc981af,452.58856
27584421ac81833fb4ccf564a6fcdd4ac2b698be,530.9258
e720fd525ae844a709b93fdb28f7914c48d8160d,572.84106
24fa503c4c1225e71a37fe92b354c626e099cbb6,678.4347
6af857c10637e8e60ee8723080d306cf45181a2f,650.7666
4c8cc2e4ccbeb7ebe304ef51a89d671063a12b43,-10.024968
32901dff0d1bb61b99d0a34d55ef3c5c6b7bc30e,481.61554
fe61cad7894d78b02178a3eb5ec99ffdb5351160,-0.43043566
b47ef6a5c4acfbd675d3b3946bc23a9749703fdd,1.9812685
ddb9f7681e4b80dfff9ee296444d1294f55dd13c,436.93692
3a9507cc35b592af5172dd8ebb28cc89827e3f68,453.4008
132375a118767bda43cef7d17fb9ee7e3910fda6,-22.045546
551f1885fa0f60bb05f612a39cafe53130ac961e,428.34036
399626499b7dfe518b8a4a57b801dae132f325db,2.6472797
cc3750ac71c85cc688659b3eb20dc112738eb623,702.4432
04239f2bf72cdc7e72a1c7a90711df6fc5f26da5,400.64685
9c87e30e40e82eba487a7fb0b594eb881db74389,409.67477
dfa9e94c4a431aff8ee89b047cc66d0c7e44988b,-9.357306
eb13a10d11465081642b5ae93ad1867dcd2d3b1e,429.02042
f3931aca05bc6c99fe0c03619fc54098c0c515ef,-6.6100125
16f6526457cc7d849c2a9829efa0e021c78353f0,452.03494
74b0cbfbe74747c9780b564db3e624d3c19878a2,451.21085
fc67a6d22a9d1beadaf42cd714789d5749800b19,399.91632
d0c7acbad13d292e637f23633da232e29186e20c,427.39633
b921a4ac834cc1109c06e7c1de9439c0daf16e06,538.63226
e31ee5529458da77ca3239ca06f64465e737e454,438.66675
7ca31b15ef53fe8e730b6e8ee804a78d8f823b4d,-2.22163
5c3b77931dd97f17e14c3bbf205173d36f09c6f0,459.73743
07b1e3e8c1f33a4b6095ba6b1d17a147082a388f,490.79538
b095a86f58a41adaf4197caac4b38de0a96a4058,-5.5619683
05a25962f9f30d8544842ec3d79244e99d11017b,623.9783
458f801c533d802e3655e9bbced52ee22826f197,375.86847
03e6a7ed0af5b24ea57bb1bb6f37b17047637356,439.68958
293ffd1359a352518d31928214161b644128851e,493.00076
95068b8d72613d8b51b22243060dd50a498e4dbf,486.22202
ab27d902b2db2bcaf5392dbc510e7e2e361d0e0d,418.24506
bf222e2161bef0e4bbbdd1e6afd8850d926aeea4,468.9059
758e005c28f680380e79d7935f29ce42c3b49dfe,486.84802
881348d182c96239cf7f78a13cefa5adb47fb752,-0.681427
e3fa80e14d38fffa4d278d65edd2c32b24019a9d,487.08978
88bf2ee39f502979c06148c8ed9ad29b2df033a0,1.2577983
52a23c1eb5ea201859a91a6cb70114032878f7da,425.77133
b9f5a1dead337185a7e8d1ed7b23e66bb1ef527a,549.2093
7361dcd9f215eaa06f5ebb15438e19a7113cee0a,-3.5494304
6dccb96a95dd55aeed519fcfaf84d26493df68fe,0.019664913
ec12ea01cda3dcf0c6271ea7140c656f4774264b,387.7278
14c81f8ccbbef0ae638bcdbea9f0f81cb92d3588,608.97534
c62671ce23840752f47d376866a2f2e0bb5a8248,0.78828937
131010225a14ea18fa1748a59efd6413fc0eb338,443.55496
a2b095e8fed2a3edb2a751b5e1e71336757e278d,462.09854
766e70bac5c7e88381749ba3f140e03132b0858e,443.06006
92f75ecf86b6e027c977162cc4297db8d280b2be,499.74722
a2b2a641336472d368c2c4b2253e9455fd58d688,-1.0219628
a3af6be26868494212d438ddc80ba11e55d7261c,541.8132
a9442d2d488ad2b163e4b3b0904c5199ce2e6547,2.8730564
822f4e8f415d032b8f75c14aabc5dda8f2c9b352,-2.3613768
defb13732108dd8d257e70b84e439d9020576209,480.88202
44da0e8cd06e7ef15f8276bdf5a7ddd2af3c2bf4,-13.885224
8120c2970d5087725caa5d3d87fcfb24155d181b,436.76514
b12028d5f6ded3e6efdc8a3ab0a397ea5b6973ce,534.72766
95ced045710caddbab17dd0552eed9f15d76b4b8,547.75696
629fba23b8937cd3f4ae214255cc9b01b601dc9d,14.518699
17cafdecd37633480065ba97838ed940156e0a07,490.29947
6c0dfc8194ddb5a42d67afaa87a147a3d8fd0280,-7.1920586
39342260b5d0b77e66491fa443ba490d843c00f9,0.4265232
95dbcd144e591c2694acc9bc942726784469d0f8,5.426873
5f553236d725160fdbff443604199b293f1f44ce,478.10852
869b7dfefe247dfa859db744c33c2678411dd945,490.2002
4f718d14fd2f4506b47f244ff6ba9989cf256207,1.022423
c910640a6e6c25b259dfcc4990f2899245e988ca,423.71475
c9210ff822feac437edffb18dda200a8f3ea1a59,480.85245
e18348afecf00cc3d88f3ba48351ce1843f220a0,488.2831
5954217e13179b6043acc782e102668a2612a8e4,426.19424
503bbd27536b36d78fcc9d01270dc1561b6b3c5e,475.88086
1988c28e027eaf2dadcb8d877e3b4aeae6f59a71,482.0665
ecc5e4f34e3b99b1b80f9e38a37b98a6e5d6a547,-3.2475643
1b9c7df10bd386010ef382f8b2e1d7bf6b926a8a,15.36089
1cc3c1c17bb9140df54ea70bc5af1fd7c6d8ab36,551.53564
a7275f430267de859f35ff4b68e4a276e5be7279,430.92236
5d8539ebe86a27c576d5f46bcba6ba71031a0143,3.9256337
b6a3a8134c6800d7c966237626e820f8e4a0ceb8,428.45718
870a45c11058f7dfab6d067039447ce546c208b4,-1.0388947
f9c8ad4b150124d24c41211c5292ccc2c16e68e7,424.57547
812dad3abf68e537e7a5f58627c83daea4375233,445.83774
03d57928e7232e9c4ec2bbcd08b78d6848d77ff2,-17.182283
8b9fea02641babf2396079c6edfed9abb45117bf,460.12805
b1cfb0fc5ea5e6e324f01264006ddf38c478a9e4,6.554725
d8788a6c3e384b392b77f519451fed79c34453a2,629.5002
1e6d53083bfb60a532c211edc06a3b3122eaa340,381.8099
67c6e2c1d6737147e2585acdaad8d38d14c09c4f,-0.30190367
1db27ec90efad017f1e8e8998389d75f98149663,496.1952
ee22b8c134e9178600d57236685e0822b2034601,631.132
b03c5ebab160571176fd665bad3b559d23d28f4d,550.8327
018c21da2ea1df6cc5d00ce480c48672c234ddb5,600.45984
5a71e57629eb2d9b1281fa0acf78fc410f82233a,396.69403
63add5acaf261ef36ff419c5cf3301d8b1a91b06,413.81592
5b7f5fb34de0f846635830319871e2bdd06857b1,457.1584
e074b29573906c0b39248900a4d73df3a44cb72f,457.8464
b531258b394067bfd55762aecedc84154e145dbd,4.262212
5a8b5ad4914609f0da01a68168f2dcaeb52a1d62,450.79526
6581d33040854c49896098641bd48cca28d0bfb1,414.86325
aa828fd73ad4d26bb04e4ec3ec3a705c67f546f3,571.6214
07333b87f6d8b5cf5c7022761b649115d184b038,5.680149
9f92a391a271d11a1530427da3a2cfec21c57679,2.2340536
e5129f4e0fead85906b2b0ef48b253420c85060e,411.33957
e6a92b275fb840ad324abb74e09a4d3517e7785a,2.4514556
64a758225c8fee36cfc6a33f8ce52435bee3f22b,576.3093
7866c1a752ede108330f59479ba22bbe27e24959,475.3202
e2d2423c2aa3c3191363bccba383a85740b6003a,514.4909
e26a4055e714830a051bbd4118cb4e10cfe613f9,464.46024
a2a35215a2bacc65b551efa3a17f34c5566ba27b,399.80923
9e53b4840e7a00693adbb1eb46654e76c8309a61,471.78064
ed93af2a0aa97c2b5e891d2ffec52090d447b8d4,-4.1713758
4665254e0bacb0ecb8a006903b69fa80b51490d5,440.51047
64a6357ce0328ec2be2d70104169f3b044bc3e98,-1.5150249
166fb0fa70c428f172f3fcb85eddff4b3ca33545,511.05246
b7e544c21d1ff99ef7b6d78a86b325c0645c9160,0.5556587
766c88ba88b04bd663ed05616d542db453b12cd5,-1.5499296
16ba4511e82380eebd8917142d36a7f2ca28afd9,424.8589
d03bea3b98a10800cf21885099655d78156b34c9,-11.622379
cf8eb8667a6230dc65850cccf3a1abf21ba8391a,5.425196
b9ceb5058547f7ba48f2fc6323c2dad311e83349,3.8436651
1605b2665d898bf88f2d12046ffc219fc98011dd,-2.072846
3e934aed492c97df7bdd037b918beb8dcd3e0cb3,426.0902
2b40888cb9a0fa0aca9642febd79836b4a71723b,0.9904723
3783d0f562e9914300b98214cbf59c47df628116,461.95422
6259df3d2eb137841e632a56f2f7cca3e3ff4172,463.19623
89b4c8805837e713f9a730c673c222d2fe78bd69,365.26505
95c02dd69769edcba23a333a45ad4d70e6c0cfbd,619.7804
4a242ade5a0d370fdb4f53bfc60b00d5f5f1df5e,429.678
c90b14063cc4b109019cacd40eba1359439a23a8,416.22226
ae4b34c351e6200ec8d84d3b0681e0789dfa1acd,8.128488
49412082f17170a1b1a7a0f4811fc3f84cab68d7,439.57886
9f8d3b5c8003823b00814d8650478f4a4123310e,437.96783
8e56d9484341a1aa78b2e5aa5fcd3983f3f2bcdd,15.026066
973f904d79c6d3556de58dd6a26972c4d1f519ac,411.02216
f16b98a557d8b1b061c74d2f7fdc51e9a42adc00,532.3257
236ccca2305d258085cfccd31359d025e8c2ef03,475.02194
6e6e61a418676943dab9187c8c0a7c7608796ef3,5.9988317
00a65504314fd5a7c062943e9b5f2a282c43c96b,-3.529583
35c68cb7b68131dd4395dbaaceafc098adb26efe,498.6073
72c35c5e9265e22fc9cfacdd50a47adc2fdaa20c,457.11273
39f3b003b013995457d88d0f976e589375ea381c,535.77844
be2efc5d7aac68e406e259efd6a1383b0535d030,462.35413
05654f1872402567f29cb0dbd2b6a67ca962ba20,404.98178
01ef84ddbd815b848e2791e31d1e1fb530af0800,511.41748
c617565d917710c71fc918bbd53a980d54c98b01,-5.9842844
0347f75702f7a58defa7830fd2160be814ee63d7,437.2749
e9f4a7e0f743c19594d064f493acc7da5705cb97,519.09656
cbc361742d9f5471b72c408c86a163a3a0babdde,425.84277
51a5c6236ca8dc5f31f3a163b32f27117200f21d,-4.2174172
1d2002450bef0d038cfff583a8a45c1152adff4f,649.67285
4028ff6efc6f00b3024a6e07394d97b5d05f52d4,418.46744
b935e46f14ef9cabe4855d768f80a882afc5bbf3,478.22488
dd89be9611dd1e70f883c325c3de4bfd4beddd54,575.33777
7a6f4434324d90047db1434d2218b125200749d1,562.0725
1fb16f5693c7c8d701c7d6a8b2d2bd497fb576ba,501.50168
5943b6debfe5b94ae0e6819377ce039b35aa8f5b,571.6448
b87878311a2b2974047b44213c352effc62b8ba2,3.2477322
53758d4e489f33ad1709258781c0db4fab9b5803,473.16217
f9cd9be6a34c973e4e837fcfc8da5343b0e6d475,2.2948465
4d1782421e1635415765058a400cbf70e2efc504,518.06396
8d827fe667c86686d1ad9f7ab6c62b30d3d916e1,436.30692
79a6eeecf9786ed8a4c097c4eeb0ea5947796552,2.6713395
09985e3d85e82b3a084a6854d96f6eaaab8d8273,490.9757
16d75e63608ef1837ee0170830e58cb7d368a3a0,8.08206
52e6e0e10f90361c2ff44016e514330a60be586e,458.67426
4b9588a9197d26bb43f6bd71dd1a34b598a2c94d,496.86655
4496d0d42a729a789643e669e0f73b068777f1d7,500.4812
0e62088a0bd61cefe0756a63c5af7132651e9eea,428.2343
cd24a0c4131412a63327491a7f9a33d4d9c4bbb1,440.53162
d6d378efae0f7fc2dcbf94d111a57f9a1706c52f,409.51904
c16dc22c158d28ef77c69463309bd08d7c5b6736,489.63248
62f07fb05c1335d56823a296968f0052ef393852,466.7398
c921879f4f48c0cc5ba092b03e62973976c85a17,442.7641
47dcb66bc3da745b5b5998bcf2a5a8e2b228d3d3,3.1877825
f9503cf91610c5dee9a59c9e20c3b147db7b8f31,625.3613
fee103a972b59d0ccba0feb8675a40a245112360,412.6352
49aafbfd3dc45435f5e1755a2e0723967d683a6c,633.60425
cb4d8a04111bde60ff9e4f196f92717262918824,6.476905
7c3a4910d03e83a50d81e96e6707d17f85205a9d,-2.000435
a12474a6e8f7fa3b7f6a57749d57abf3b0334c01,581.01245
65b711ff6055c05fb83d01e46da49803d9dab58f,520.2392
a6edeceb9d45fdd9f131984206250b116b0b94db,601.40936
6cef00b0aa918bae22743dc4934c2d853e005135,4.800676
a3f03a18f80a199f5f7c28e963c139b55d1fdfc9,436.1318
0f73a216f0e2a2af8814d6faa530648df17cfe37,478.46143
eca7b9fb647b11d556338ead147b829adeaee4b5,451.07727
44881e8cfb00fdf360956e521c2250fba8d09d44,-5.9173784
e5c708d08a060f7451495235140f8ed5fc6c65e2,5.52331
9d86872c99e4afc37f1c6b01357a3128f947cd87,462.2498
34e428fff9d5931c622b15ee18951f781dbc571b,442.23245
6b10ac235069fa3fa257149b095e113710721781,399.09415
6dd3df00297de5fc127deb03d1cb76ab9385d496,459.29453
f578deabf3afe98992b136729474b1ed461bd6a3,663.44366
e59a4f0a6af71a8e014026aa7c8dd9a473171aa7,712.84515
7271ee9d0c25df94c37e8b50b63d8cc893127247,3.6573942
e1526ef25f838eeb588fa4f3df0cc514376901e0,458.39905
f2b7d6d8635b65fb4730a3860998148f83cbf92a,417.43512
05fb2b3c3cb1085375bf04a0c773f1de17a9a939,444.96002
9943ea95b914e7b37549437fb292ce9608f10d41,485.32703
7d93473c5e877b59586deaaf559da053dbc9a7bc,463.492
e65ba317385a51e76379f53a718b43678d468a17,562.7341
cb8a7c0c876d287354b99b4480e0c5fe360583b7,420.2165
259303751b8f314105e5889e30e02c3c1a887c5a,477.3313
aa701809f8f15da8064b7426a090ac6911849179,1.5965846
62121076b2a2fc75f121ebb3d01af8a0f7b791be,437.1844
c80f7b579f91b8d02382fe242062f2d75f271bb0,434.456
901027c8d499d895e0022de833e1a05800e0dff9,491.43796
e63c018e3539baa1a5480a84bc7d83d5dd428c18,432.9066
e528dded38c29bfa162f96d188ac46608a61695d,2.5993853
07c8954960c4774f911f34fc6ed6ecc80c418b3a,593.2187
9e2062dc6d250c372a5bb85c607d0db2d0af88c6,6.0883937
addaffc4a499dbafbd55194706f75a50c1359f20,453.19684
516d042816262622b22ebecf129efc7b4869b0b1,3.5821772
d8d0b37b552dbfb590ffe86600f0b8ea379039ba,466.80716
6aba74ebcbbdb7b9f2a4483adeb769de06403004,461.78152
d3380c010e39f08a398b07639fe9f091f9d6ebad,462.46393
3245e67245c8ca0c162e45db30153c4a3870b113,519.27734
a6974a55b57dc4b4470715e8730c7a97bd6a91e7,-11.059829
37b44770511dcfd53cb5b84729e675c0052bec0e,464.15558
ffc2ce905f7ad8cbc5dff0427059c5d6aceaaee9,426.9982
a25f9c0b7ddaa3b3a4de122dac978fc6744f62dc,423.45108
215e9bbaeb0836ca4aa28d9d05f9bdbb2ce7943a,519.77783
b64011aecd45ea9d1b33de793e4cda3fce49bd3f,460.23474
526bee426ddf585c34ca727fe5fa3e4d51311317,7.727035
27efa149460fd0952df3acd2b9b552baf5fc5dda,467.63657
3f55d05a38abe559f4e9421ffe4af64cb0a31b3c,563.9213
c5501d10debc09cd5ddbf04f39e1cb01334a14b1,483.94308
3dfa7872aa3b128de6e8c5ff5d59b094bcf11834,466.68283
0654c8263516d72be6891a0ecca904f41c4d10b1,491.7241
69a4a6042373b49e3abeb16903d90be32f41ed26,498.3324
616bbfe0981ef042ee18789c4f274cd4313e978f,-3.7489686
13e63a71fb77662ab84453e0c0b0719e52042682,-0.40509415
35e66128c079d902484cba327f1d99d9a50f8e70,415.40726
24507171dec4cee2f64c8819f2f0c33882138078,553.4187
2b4d8064f7e475bc6707f0eb0a5935d7b16e6a2e,1.9408298
425b9425691ab3a12a19eb8553e6a66340827e6f,616.4755
331cfb9e53861cd1304a66385b1f91bd844f9ae7,444.00717
7d20da9fad6951e92128cb96ed65c0274725564c,417.2904
35736d0db390f11f2655ecbdf2f4e0f95913c013,502.1989
b4e3a0b877e12f70ec2fd814a664e3830107615c,436.06952
4ce2bbeeebe7044e1085e40b09f13f2586e6ab2f,-2.70044
2731e963b8636970cb7ab6505e6c434bd4577968,-7.747697
cf61d7396561b36044ea119b74c7ea1cc1083895,435.99765
5a8c458e9e19e15a59f06d7a86abae6207652e1b,405.31372
aebb3b8c5a61f8e69b773f0a8b3ee65531e24f1f,541.43256
ab91fb38c1472e50f726f6564b128125105c423c,383.03687
81460d227c47eafc9ef1542412d5975501b3bbbc,10.76404
fe6f686f595cce82b0e423d735d93376e1078970,457.6334
ca929d2fce6afa19a2a44d7324f59b5571504a56,418.25305
355146e8b44a5170d6be887d4a885381389a88c2,583.2275
b307abb62bc1660ab857080595abca38e67569a5,457.40488
00b5f0e8ee64e0b62488691eef2331727aa5a2ce,422.50397
daca5f01d4227d57dc02b533dac9aadee17d874a,429.17798
418d7059d5266d440e6e6d952d1091955e8e096a,731.9158
df9964be2c367b2bf7b25d49f5bf047f5a51e4d8,598.8594
dd447295c26e3052ce702deef90b85b2c95cc24c,-0.93186545
7cfc0106adedbc2997d97ba062c2d73a315735e9,589.8583
0968f25447365f5338e2183ff45e60ac1cbc662b,482.8214
352f7e965d3694a027f36157e9096a91636b8d77,-6.444432
d8acc0be832ecf8ef434e08cdc77b83811c0a290,4.9227147
40a8e7f491eef8f056f80ff22b4ec822ab44b257,518.38806
6e62c79c0eacb68d25bfe268e57a5c1a0f5f6402,451.38037
de1775c30a3c0cb59489f59f4b79c11c5eff9e09,425.88828
3b4b91a764a8cdb63b28c49be5596cce6c591ba8,468.96808
45cc3fd14795aee372d6b11d3394e877c93c5b12,1.502108
3f7db50e487aac041dc7a93dadc63c2b64f35f35,459.3098
f6ac8e11a2f46730b6239c8fdac72c089b098a0c,460.36816
ccfcddbccae2f62337b49b9e6657ad5b6e9a599b,-11.747826
564ef83dedb5fc55f4d18dadc833a59be5b66b93,438.698
96edeba17eae6d08ffa866c3b1f80cf66ae98063,-2.1134636
6106c098236d2c2ee810d14be2e63e768e4c88a0,3.37907
6eb99d9fcf3725c82dd85000687fea5c87ba5603,526.4788
40b19d0d687b11c151e2e52a1c45cdc228367248,460.00394
306994c5a4709fc9524805e27a94b0af37b710d6,411.93756
05f29cbe52e4638f8522b4cf7156451be52f820f,515.8086
fd07d9a0ce6516e599c6aa77812d11b2e9a74d88,494.9254
70a2ee9298bd2f3c3285b6cc90acdec0a552af62,493.15265
bc0b0b44722657fbad3a483b828ba04879250aa9,10.068296
9218614600ba09670b1139f9d32ce74ed37039cc,343.80392
8a2887db89c942c5db855014d17f83d72a42d1da,395.57657
50fefecf2b22217f20e38de53a9d373f2e6fb479,466.80685
806c930bc010bd0594fb1988bad5371989cbf48c,405.60193
cad6cd0d6f3da18f67700ed1cc192a204e47a9b3,455.1802
9341d194ee48dc4c7824ebfb75f75b3d46ec23ae,447.86273
68714d974b0744f451c5ebc8fd4d8098f6eec52f,432.7082
014ea6d95ae315c024af366feda8ad406bf24711,464.59726
2ace1dee1b009246306a32a49ef67dc885559d05,465.81894
47e8256128b8451f996f90e19fef736fc88f674d,619.2116
5bd64029979188029b354f74a3615c3e3ae51773,539.30444
614a6af307a7a6f7c34e7f84970a86b22158c831,464.74768
00a378bf545a1e42fd1361502a8f03e9044e37b5,0.8481993
52e63792b8830a6145aa22af560859087b89ec3b,473.3804
89a327243b1ccbf4bd9c83966951c9c3b334539a,436.97665
15285211f7a3277dd7b19e1a649d953a40160ee9,-0.028160214
b75727e7f8339da2534837df6a3b87cd893a3d64,423.15506
6b1f9719f4ec4a7fe616add935a05001a7983f42,-14.002349
0eff15ac43d91b47031322ec09d1928648889074,8.75894
6c998fe9d20676974cfbba5238729817364b81ff,434.1579
3f3b28575c4adf02995f473f9fc96af185ea0ba3,468.45322
d38116748548c8418737030c6992ac5adba46824,-5.200489
265d92fad8f1fb1fa037020828dd8b4b90d8fb54,-4.6857915
5a9807c656339abe3e250fa7a6da78a597db03c2,418.5279
fbfbea6fd499c91e414273325f39473a8660d3cb,522.23145
8f5c721a8efdf18ad7178a4c7543115f4fdfc4f2,443.14697
e39ee7214eb0de339889086bbcc3fb9c27635e88,357.35895
f2c02571ccffbc71ed989ca6e81ce0a866aca9e6,526.2342
6a48260a4426d3440055e722abdf3904f72dbe71,464.91663
6d4020e289006dd2b3882a9535f648cc7733654b,735.7146
6959680884f838fa666cef4dcaf6f38c68015a75,490.48666
f10048cb12482c95e2bff728bb8b092c6de58185,477.25903
d796f6502dc1f95c3ebc306980fcb0f7c8976d08,18.123146
c38df26822878ec8aec4e990a7dce9fbe3b31c15,483.5463
82918decf898ff34c3fb8f74dcc741d89f2e887a,435.98532
0950ced524718e7354726002cce923bfd5768972,409.49564
eb844fe5f340bd85246c14507ec44d11a5ad1b3a,440.04926
915381e62e7a246910a872eb342807407e71317a,622.2101
